,Season,Player,Team(s),Minutes,Offense Position,Offensive Archetype,LEBRON WAR,LEBRON,O-LEBRON,D-LEBRON
283,2022-23,Devin Booker,PHO,1835,SG,Shot Creator,6.40,3.10,3.70,-0.60
284,2021-22,Jaren Jackson Jr,MEM,2126,PF,Stretch Big,7.50,3.10,0.45,2.65
285,2015-16,Tim Duncan,SAS,1536,C,Post Scorer,5.60,3.10,-0.43,3.53
286,2022-23,Walker Kessler,UTA,1703,C,Roll + Cut Big,6.00,3.10,0.03,3.07
287,2012-13,George Hill,IND,2620,PG,Secondary Ball Handler,9.51,3.08,2.24,0.84
288,2019-20,Nikola Vucevic,ORL,1998,C,Post Scorer,7.10,3.08,1.76,1.32
289,2009-10,Nene,DEN,2755,C,Post Scorer,9.89,3.07,1.41,1.66
290,2014-15,Ricky Rubio,MIN,692,PG,Primary Ball Handler,2.50,3.07,1.20,1.86
291,2023-24,Derrick White,BOS,1183,SG,Primary Ball Handler,4.07,3.07,1.76,1.30
292,2017-18,Draymond Green,GSW,2287,PF,Stretch Big,8.20,3.06,0.22,2.83
293,2013-14,Dwight Howard,HOU,2396,C,Post Scorer,8.70,3.06,1.32,1.75
294,2012-13,Paul George,IND,2972,SF,Secondary Ball Handler,10.76,3.06,0.88,2.18
295,2009-10,Andrei Kirilenko,UTA,1681,SF,Athletic Finisher,6.01,3.05,0.48,2.58
296,2014-15,Klay Thompson,GSW,2455,SG,Off Screen Shooter,8.90,3.05,3.20,-0.15
297,2022-23,Kristaps Porzingis,WAS,2120,C,Versatile Big,7.40,3.05,1.85,1.20
298,2019-20,Kyle Lowry,TOR,2098,PG,Primary Ball Handler,7.40,3.05,2.13,0.91
299,2011-12,Steve Nash,PHO,1961,PG,Primary Ball Handler,7.12,3.05,3.60,-0.55
300,2009-10,Ben Wallace,DET,1975,C,Athletic Finisher,7.05,3.04,-0.40,3.44
301,2014-15,George Hill,IND,1267,PG,Primary Ball Handler,4.60,3.04,3.09,-0.05
302,2014-15,John Wall,WAS,2837,PG,Shot Creator,10.30,3.04,1.96,1.08
303,2013-14,Andre Iguodala,GSW,2040,SF,Shot Creator,7.40,3.03,0.66,2.37
304,2016-17,George Hill,UTA,1544,PG,Primary Ball Handler,5.50,3.03,2.06,0.97
305,2017-18,DeMar DeRozan,TOR,2711,SG,Shot Creator,9.60,3.02,3.72,-0.70
306,2011-12,Kevin Love,MIN,2145,PF,Post Scorer,7.74,3.01,3.85,-0.85
307,2022-23,Clint Capela,ATL,1730,C,Roll + Cut Big,5.90,3.00,1.27,1.73
308,2021-22,Luka Doncic,DAL,2301,PG,Shot Creator,8.00,3.00,3.48,-0.48
309,2009-10,Danny Granger,IND,2278,SF,Secondary Ball Handler,8.07,2.99,2.53,0.46
310,2011-12,Taj Gibson,CHI,1284,PF,Athletic Finisher,4.62,2.99,-0.07,3.06
311,2011-12,Dirk Nowitzki,DAL,2079,PF,Post Scorer,7.47,2.98,2.47,0.52
312,2014-15,Nikola Mirotic,CHI,1654,PF,Stationary Shooter,5.90,2.97,1.84,1.14
313,2010-11,Steve Nash,PHO,2497,PG,Shot Creator,8.77,2.95,3.81,-0.87
314,2018-19,Danilo Gallinari,LAC,2059,SF,Shot Creator,7.10,2.94,2.56,0.38
315,2021-22,Trae Young,ATL,2652,PG,Shot Creator,9.10,2.93,5.15,-2.21
316,2010-11,Andre Iguodala,PHI,2469,SF,Secondary Ball Handler,8.64,2.92,0.91,2.01
317,2019-20,Bam Adebayo,MIA,2417,PF,Shot Creator,8.30,2.91,0.94,1.97
318,2011-12,Stephen Curry,GSW,732,PG,Shot Creator,2.59,2.91,2.07,0.85
319,2012-13,Vince Carter,DAL,2093,SF,Secondary Ball Handler,7.37,2.91,2.21,0.70
320,2010-11,Ryan Anderson,ORL,1424,PF,Movement Shooter,4.97,2.90,2.80,0.10
321,2012-13,Stephen Curry,GSW,2983,PG,Shot Creator,10.47,2.90,3.03,-0.14
322,2021-22,Clint Capela,ATL,2042,C,Roll + Cut Big,7.00,2.89,0.79,2.10
323,2020-21,Michael Porter Jr,DEN,1912,SF,Athletic Finisher,6.50,2.89,2.47,0.41
324,2013-14,Serge Ibaka,OKC,2666,PF,Roll + Cut Big,9.40,2.89,0.25,2.64
325,2015-16,Anthony Davis,NOP,2164,C,Post Scorer,7.60,2.88,1.50,1.38
326,2011-12,Joakim Noah,CHI,1945,C,Athletic Finisher,6.85,2.88,1.10,1.79
327,2010-11,Mike Conley,MEM,2872,PG,Primary Ball Handler,9.97,2.88,2.29,0.59
328,2023-24,Jonathan Isaac,ORL,326,PF,Stretch Big,1.08,2.88,0.37,2.51
329,2021-22,Jakob Poeltl,SAS,1970,C,Roll + Cut Big,6.70,2.87,1.46,1.41
330,2009-10,Jason Kidd,DAL,2881,PG,Stationary Shooter,9.96,2.87,1.24,1.63
331,2012-13,Tiago Splitter,SAS,1997,PF,Post Scorer,6.97,2.87,0.30,2.57
332,2018-19,Andre Drummond,DET,2647,C,Post Scorer,9.10,2.86,0.82,2.05
333,2020-21,Bradley Beal,WAS,2147,SG,Slasher,7.30,2.86,4.26,-1.40
334,2010-11,Lamar Odom,LAL,2639,PF,Athletic Finisher,9.12,2.86,1.63,1.22
335,2012-13,Amir Johnson,TOR,2325,PF,Roll + Cut Big,8.08,2.85,0.67,2.18
336,2014-15,Eric Bledsoe,PHO,2800,PG,Shot Creator,9.80,2.85,1.31,1.54
337,2016-17,Kyrie Irving,CLE,2525,PG,Shot Creator,8.70,2.85,4.09,-1.25
338,2016-17,Isaiah Thomas,BOS,2569,PG,Primary Ball Handler,8.80,2.84,5.54,-2.70
339,2021-22,Karl-Anthony Towns,MIN,2476,C,Stretch Big,8.40,2.84,3.03,-0.20
340,2011-12,Lou Williams,PHI,1682,PG,Shot Creator,5.88,2.84,2.86,-0.03
341,2014-15,Rudy Gobert,UTA,2158,C,Roll + Cut Big,7.50,2.84,-0.61,3.45
342,2020-21,Russell Westbrook,WAS,2369,PG,Shot Creator,8.00,2.84,1.59,1.25
343,2014-15,Gordon Hayward,UTA,2618,SF,Secondary Ball Handler,9.10,2.83,2.55,0.27
344,2013-14,LaMarcus Aldridge,POR,2498,PF,Post Scorer,8.70,2.83,1.36,1.47
345,2017-18,Robert Covington,PHI,2532,SF,Movement Shooter,8.70,2.83,0.13,2.70
346,2023-24,Kevin Durant,PHO,1219,PF,Shot Creator,4.01,2.82,3.30,-0.48
347,2009-10,Al Horford,ATL,2845,C,Post Scorer,9.72,2.81,1.25,1.56
348,2022-23,Brook Lopez,MIL,2373,C,Stretch Big,7.90,2.81,-0.46,3.26
349,2012-13,Kevin Love,MIN,618,PF,Post Scorer,2.13,2.81,2.18,0.63
350,2010-11,Chris Bosh,MIA,2795,PF,Post Scorer,9.54,2.80,1.13,1.67
351,2015-16,John Wall,WAS,2784,PG,Shot Creator,9.60,2.80,1.38,1.42
352,2017-18,Kevin Love,CLE,1651,C,Versatile Big,5.60,2.80,2.39,0.40
353,2011-12,Marcin Gortat,PHO,2114,C,Post Scorer,7.33,2.80,1.21,1.59
354,2012-13,Brook Lopez,BRK,2253,C,Post Scorer,7.75,2.79,1.33,1.47
355,2017-18,Clint Capela,HOU,2034,C,Roll + Cut Big,6.90,2.79,0.72,2.07
356,2012-13,Danilo Gallinari,DEN,2309,SF,Shot Creator,7.94,2.79,2.43,0.37
357,2009-10,Paul Millsap,UTA,2277,PF,Post Scorer,7.76,2.79,0.68,2.11
358,2018-19,Chris Paul,HOU,1857,PG,Shot Creator,6.20,2.78,1.83,0.95
359,2009-10,Chris Bosh,TOR,2526,C,Post Scorer,8.56,2.77,2.62,0.15
360,2014-15,Kyrie Irving,CLE,2730,PG,Shot Creator,9.40,2.77,3.58,-0.81
361,2012-13,Paul Pierce,BOS,2575,SF,Secondary Ball Handler,8.82,2.77,2.01,0.76
362,2012-13,Deron Williams,BRK,2842,PG,Secondary Ball Handler,9.71,2.76,3.83,-1.07
363,2019-20,George Hill,MIL,1271,PG,Primary Ball Handler,4.30,2.76,1.84,0.92
364,2021-22,Jose Alvarado,NOP,834,PG,Secondary Ball Handler,2.80,2.75,1.39,1.36
365,2015-16,Mike Conley,MEM,1761,PG,Primary Ball Handler,6.00,2.75,2.59,0.16
366,2017-18,Otto Porter Jr,WAS,2432,SF,Athletic Finisher,8.20,2.75,1.46,1.29
367,2016-17,John Wall,WAS,2836,PG,Shot Creator,9.50,2.74,3.24,-0.50
368,2013-14,Ricky Rubio,MIN,2638,PG,Slasher,9.00,2.74,1.58,1.16
369,2021-22,Jarrett Allen,CLE,1809,C,Roll + Cut Big,6.00,2.73,0.54,2.19
370,2012-13,Kevin Garnett,BOS,2022,C,Post Scorer,6.87,2.73,-0.92,3.66
371,2009-10,Rajon Rondo,BOS,2963,PG,Shot Creator,9.98,2.73,1.77,0.96
372,2016-17,Blake Griffin,LAC,2076,PF,Shot Creator,7.00,2.72,2.38,0.34
373,2009-10,Marc Gasol,MEM,2469,C,Post Scorer,8.30,2.72,1.18,1.54
374,2019-20,Jarrett Allen,BRK,1852,C,Roll + Cut Big,6.10,2.71,0.77,1.94
375,2014-15,Kevin Love,CLE,2532,PF,Versatile Big,8.60,2.71,2.24,0.47
376,2010-11,Zach Randolph,MEM,2724,PF,Post Scorer,9.14,2.71,3.12,-0.41
377,2023-24,De'Aaron Fox,SAC,1207,PG,Primary Ball Handler,4.02,2.71,3.07,-0.36
378,2021-22,Devin Booker,PHO,2345,SG,Shot Creator,7.70,2.70,3.24,-0.54
379,2016-17,Kemba Walker,CHA,2739,PG,Primary Ball Handler,9.10,2.70,3.55,-0.85
380,2021-22,Bam Adebayo,MIA,1825,C,Post Scorer,6.00,2.68,0.56,2.13
381,2015-16,Gordon Hayward,UTA,2893,SF,Shot Creator,9.80,2.68,2.37,0.31
382,2012-13,Tyson Chandler,NYK,2164,C,Roll + Cut Big,7.29,2.68,0.76,1.93
383,2023-24,Damian Lillard,MIL,1336,PG,Primary Ball Handler,4.29,2.68,4.12,-1.44
384,2019-20,Christian Wood,DET,1325,PF,Athletic Finisher,4.40,2.67,2.28,0.39
385,2014-15,Derrick Favors,UTA,2280,PF,Post Scorer,7.70,2.67,0.97,1.69
386,2023-24,Rudy Gobert,MIN,1274,C,Roll + Cut Big,4.20,2.67,-0.59,3.26
387,2010-11,LaMarcus Aldridge,POR,3211,PF,Post Scorer,10.67,2.66,1.62,1.04
388,2018-19,DeMarcus Cousins,GSW,771,C,Post Scorer,2.50,2.65,0.39,2.26
389,2013-14,Ty Lawson,DEN,2222,PG,Shot Creator,7.40,2.65,3.12,-0.47
390,2019-20,Kemba Walker,BOS,1742,PG,Primary Ball Handler,5.70,2.64,2.86,-0.22
391,2010-11,Kobe Bryant,LAL,2779,SG,Shot Creator,9.20,2.64,3.97,-1.33
392,2023-24,Tyrese Maxey,PHI,1427,PG,Primary Ball Handler,4.54,2.64,3.55,-0.91
393,2009-10,Anderson Varejao,CLE,2166,PF,Roll + Cut Big,7.15,2.63,0.82,1.81
394,2011-12,Jeremy Lin,NYK,940,PG,Shot Creator,3.16,2.63,2.40,0.23
395,2015-16,Jimmy Butler,CHI,2474,SG,Shot Creator,8.30,2.63,2.14,0.48
396,2010-11,Luol Deng,CHI,3208,SF,Movement Shooter,10.61,2.63,1.27,1.36
397,2019-20,Richaun Holmes,SAC,1242,C,Roll + Cut Big,4.10,2.63,0.56,2.07
398,2015-16,Paul George,IND,2819,SF,Shot Creator,9.40,2.62,2.22,0.40
399,2011-12,Andre Iguodala,PHI,2209,SF,Secondary Ball Handler,7.37,2.61,0.53,2.08
400,2022-23,Chris Paul,PHO,1889,PG,Primary Ball Handler,6.00,2.61,1.49,1.12
401,2013-14,Isaiah Thomas,SAC,2497,PG,Shot Creator,8.30,2.61,3.51,-0.91
402,2021-22,Anthony Davis,LAL,1404,C,Post Scorer,4.50,2.60,0.71,1.89
403,2014-15,Jimmy Butler,CHI,2513,SG,Shot Creator,8.40,2.60,2.43,0.18
404,2009-10,Kevin Garnett,BOS,2060,PF,Post Scorer,6.76,2.60,0.57,2.03
405,2021-22,Mike Conley,UTA,2058,PG,Primary Ball Handler,6.60,2.60,1.63,0.97
406,2016-17,Hassan Whiteside,MIA,2513,C,Post Scorer,8.20,2.59,0.40,2.18
407,2023-24,Jusuf Nurkic,PHO,1058,C,Post Scorer,3.33,2.59,0.79,1.80
408,2011-12,Russell Westbrook,OKC,2331,PG,Shot Creator,7.73,2.58,3.04,-0.46
409,2012-13,Larry Sanders,MIL,1937,C,Roll + Cut Big,6.38,2.57,-1.70,4.27
410,2015-16,Kemba Walker,CHA,2885,PG,Primary Ball Handler,9.50,2.55,2.49,0.07
411,2023-24,Stephen Curry,GSW,1228,PG,Primary Ball Handler,3.84,2.55,3.75,-1.20
412,2015-16,Boban Marjanovic,SAS,508,C,Post Scorer,1.70,2.54,2.73,-0.19
413,2015-16,Chris Bosh,MIA,1778,PF,Athletic Finisher,5.80,2.54,1.46,1.08
414,2016-17,Karl-Anthony Towns,MIN,3030,C,Post Scorer,9.80,2.54,3.17,-0.63
415,2009-10,Dirk Nowitzki,DAL,3039,PF,Post Scorer,9.83,2.53,1.56,0.97
416,2018-19,Al Horford,BOS,1973,C,Post Scorer,6.30,2.52,1.45,1.07
417,2012-13,Jason Kidd,NYK,2043,SG,Stationary Shooter,6.65,2.52,0.81,1.71
418,2018-19,Kemba Walker,CHA,2863,PG,Primary Ball Handler,9.20,2.52,3.83,-1.31
419,2022-23,Kyrie Irving,BRK/DAL,2241,PG,Shot Creator,7.00,2.52,3.17,-0.65
420,2012-13,Andre Iguodala,DEN,2779,SG,Shot Creator,9.04,2.51,1.81,0.70
421,2015-16,Dirk Nowitzki,DAL,2364,PF,Versatile Big,7.70,2.51,1.69,0.82
422,2022-23,Evan Mobley,CLE,2715,PF,Roll + Cut Big,8.50,2.51,-0.58,3.08
423,2012-13,Kobe Bryant,LAL,3013,SG,Shot Creator,9.79,2.51,4.31,-1.80
424,2022-23,Lauri Markkanen,UTA,2273,SF,Stretch Big,7.10,2.51,2.70,-0.19
425,2011-12,Matt Bonner,SAS,1326,PF,Stationary Shooter,4.34,2.51,2.11,0.41
426,2021-22,Shai Gilgeous-Alexander,OKC,1942,PG,Shot Creator,6.10,2.50,2.54,-0.04
427,2020-21,Daniel Gafford,CHI/WAS,791,C,Roll + Cut Big,2.50,2.49,0.45,2.05
428,2017-18,Kristaps Porzingis,NYK,1553,PF,Post Scorer,5.00,2.49,1.33,1.16
429,2016-17,Paul Millsap,ATL,2343,PF,Shot Creator,7.50,2.48,0.31,2.17
430,2023-24,Kristaps Porzingis,BOS,891,C,Versatile Big,2.75,2.48,1.41,1.07
431,2022-23,Aaron Gordon,DEN,2055,PF,Shot Creator,6.40,2.47,1.76,0.71
432,2021-22,Darius Garland,CLE,2430,PG,Primary Ball Handler,7.60,2.47,2.17,0.29
433,2009-10,Chauncey Billups,DEN,2490,PG,Shot Creator,7.94,2.46,3.37,-0.90
434,2015-16,Clint Capela,HOU,1471,C,Roll + Cut Big,4.70,2.46,0.51,1.96
435,2011-12,Mike Conley,MEM,2174,PG,Primary Ball Handler,7.04,2.46,1.54,0.92
436,2019-20,Mitchell Robinson,NYK,1412,C,Roll + Cut Big,4.50,2.46,0.73,1.72
437,2021-22,Domantas Sabonis,IND/SAC,2136,C,Post Scorer,6.70,2.45,1.17,1.29
438,2010-11,Jason Kidd,DAL,2653,PG,Stationary Shooter,8.46,2.45,1.12,1.33
439,2020-21,Pascal Siakam,TOR,2006,PF,Shot Creator,6.30,2.45,1.79,0.67
440,2023-24,Victor Wembanyama,SAS,998,PF,Stretch Big,3.06,2.45,-0.09,2.54
441,2014-15,Al-Farouq Aminu,DAL,1366,SF,Stretch Big,4.40,2.44,0.55,1.89
442,2020-21,Brook Lopez,MIL,1902,C,Stretch Big,5.90,2.44,0.23,2.21
443,2012-13,Joakim Noah,CHI,2426,C,Athletic Finisher,7.77,2.44,-0.72,3.16
444,2011-12,Danny Granger,IND,2062,SF,Athletic Finisher,6.64,2.43,2.63,-0.20
445,2022-23,Pascal Siakam,TOR,2652,C,Shot Creator,8.20,2.43,2.08,0.35
446,2013-14,Paul Millsap,ATL,2482,PF,Shot Creator,7.90,2.43,0.94,1.49
447,2018-19,Paul Millsap,DEN,1895,PF,Shot Creator,5.90,2.43,1.08,1.34
448,2022-23,Zion Williamson,NOP,956,PF,Shot Creator,2.90,2.42,2.13,0.29
449,2022-23,Derrick White,BOS,2319,SG,Stationary Shooter,7.10,2.41,0.82,1.58
450,2015-16,Ed Davis,POR,1684,PF,Roll + Cut Big,5.40,2.41,0.35,2.06
451,2015-16,LaMarcus Aldridge,SAS,2261,PF,Post Scorer,7.20,2.41,1.01,1.40
452,2015-16,Pau Gasol,CHI,2291,C,Post Scorer,7.30,2.41,0.71,1.70
453,2023-24,Jalen Brunson,NYK,1392,PG,Primary Ball Handler,4.36,2.41,3.23,-0.82
454,2022-23,DeMar DeRozan,CHI,2682,SF,Shot Creator,8.20,2.40,1.81,0.59
455,2019-20,Jakob Poeltl,SAS,1171,C,Roll + Cut Big,3.70,2.40,0.12,2.28
456,2017-18,Montrezl Harrell,LAC,1293,C,Post Scorer,4.10,2.40,2.53,-0.13
457,2011-12,Chris Bosh,MIA,2007,PF,Post Scorer,6.40,2.39,0.57,1.81
458,2016-17,Boban Marjanovic,DET,293,C,Post Scorer,0.90,2.38,1.36,1.02
459,2013-14,Carmelo Anthony,NYK,2982,PF,Shot Creator,9.40,2.38,3.15,-0.77
460,2017-18,Eric Bledsoe,PHO/MIL,2322,PG,Primary Ball Handler,7.30,2.37,1.94,0.42
461,2019-20,Kyrie Irving,BRK,658,PG,Shot Creator,2.00,2.37,3.41,-1.04
462,2017-18,Nikola Mirotic,CHI/NOP,1494,PF,Versatile Big,4.70,2.37,2.15,0.22
463,2016-17,Paul George,IND,2689,SF,Shot Creator,8.40,2.37,2.13,0.24
464,2014-15,Zach Randolph,MEM,2304,PF,Post Scorer,7.30,2.37,0.82,1.56
465,2014-15,Khris Middleton,MIL,2378,SF,Off Screen Shooter,7.50,2.36,0.36,2.00
466,2020-21,Derrick White,SAS,1064,SG,Secondary Ball Handler,3.30,2.35,1.69,0.66
467,2017-18,Fred VanVleet,TOR,1520,PG,Primary Ball Handler,4.70,2.35,2.03,0.32
468,2010-11,Kyle Lowry,HOU,2563,PG,Shot Creator,8.00,2.35,1.89,0.46
469,2017-18,Paul George,OKC,2891,SF,Shot Creator,9.00,2.35,1.48,0.87
470,2013-14,David Lee,GSW,2288,PF,Post Scorer,7.20,2.34,1.09,1.25
471,2012-13,Dirk Nowitzki,DAL,1661,PF,Post Scorer,5.21,2.34,1.55,0.78
472,2023-24,Devin Booker,PHO,1114,PG,Shot Creator,3.34,2.34,3.39,-1.05
473,2020-21,Enes Freedom,POR,1758,C,Post Scorer,5.40,2.33,2.54,-0.22
474,2022-23,Julius Randle,NYK,2737,PF,Shot Creator,8.30,2.33,3.21,-0.89
475,2020-21,Kelly Olynyk,MIA/HOU,1997,C,Stretch Big,6.10,2.33,0.89,1.43
476,2013-14,Deron Williams,BRK,2059,PG,Shot Creator,6.40,2.32,2.03,0.29
477,2020-21,Jonas Valanciunas,MEM,1755,C,Post Scorer,5.30,2.32,1.52,0.80
478,2012-13,Kawhi Leonard,SAS,1810,SF,Movement Shooter,5.65,2.31,0.40,1.91
479,2014-15,Kevin Garnett,BRK/MIN,952,PF,Post Scorer,3.00,2.30,-0.98,3.27
480,2009-10,Vince Carter,ORL,2310,SG,Primary Ball Handler,7.13,2.30,1.67,0.63
481,2009-10,Gerald Wallace,CHA,3119,SF,Athletic Finisher,9.60,2.29,-0.21,2.50
482,2017-18,Jrue Holiday,NOP,2927,SG,Shot Creator,9.00,2.29,1.05,1.24
483,2023-24,Franz Wagner,ORL,1135,SF,Secondary Ball Handler,3.37,2.29,1.19,1.10
484,2009-10,Baron Davis,LAC,2523,PG,Shot Creator,7.74,2.28,1.92,0.36
485,2013-14,Channing Frye,PHO,2312,PF,Versatile Big,7.20,2.28,0.98,1.30
486,2011-12,Jason Kidd,DAL,1379,PG,Stationary Shooter,4.30,2.28,0.87,1.41
487,2019-20,Jonathan Isaac,ORL,980,PF,Athletic Finisher,3.00,2.28,-1.13,3.41
488,2010-11,Luis Scola,HOU,2412,PF,Post Scorer,7.40,2.27,1.56,0.72
489,2016-17,Patrick Beverley,HOU,2058,SG,Stationary Shooter,6.30,2.27,1.12,1.15
490,2014-15,Andrew Bogut,GSW,1583,C,Post Scorer,4.90,2.26,-1.80,4.05
491,2020-21,CJ McCollum,POR,1600,SG,Primary Ball Handler,4.80,2.26,3.04,-0.78
492,2012-13,DeAndre Jordan,LAC,2010,C,Post Scorer,6.20,2.26,0.42,1.85
493,2013-14,Marc Gasol,MEM,1970,C,Post Scorer,6.10,2.26,0.03,2.23
494,2021-22,Pascal Siakam,TOR,2578,PF,Shot Creator,7.80,2.26,1.68,0.59
495,2021-22,Paul George,LAC,1077,SF,Shot Creator,3.20,2.26,0.74,1.52
496,2023-24,Scottie Barnes,TOR,1436,SG,Stationary Shooter,4.35,2.26,1.14,1.12
497,2013-14,Damian Lillard,POR,2937,PG,Shot Creator,9.00,2.25,3.03,-0.78
498,2011-12,Eric Gordon,NOH,310,SG,Shot Creator,0.96,2.25,2.82,-0.57
499,2019-20,Domantas Sabonis,IND,2159,PF,Post Scorer,6.50,2.24,0.92,1.33
500,2012-13,Manu Ginobili,SAS,1393,SG,Secondary Ball Handler,4.28,2.24,1.83,0.41
501,2011-12,Al Jefferson,UTA,2075,C,Post Scorer,6.39,2.23,1.70,0.53
502,2013-14,Andrew Bogut,GSW,1769,C,Roll + Cut Big,5.40,2.23,-1.37,3.60
503,2013-14,John Wall,WAS,2980,PG,Shot Creator,9.10,2.23,1.40,0.84
504,2011-12,Ricky Rubio,MIN,1404,PG,Primary Ball Handler,4.32,2.23,0.19,2.04
505,2011-12,Ty Lawson,DEN,2124,PG,Shot Creator,6.55,2.23,2.75,-0.52
506,2016-17,Danilo Gallinari,DEN,2134,SF,Shot Creator,6.50,2.22,2.35,-0.13
507,2023-24,Nic Claxton,BRK,866,C,Roll + Cut Big,2.53,2.22,-0.30,2.52
508,2020-21,Dejounte Murray,SAS,2139,PG,Slasher,6.40,2.21,0.76,1.44
509,2010-11,Amir Johnson,TOR,1853,PF,Roll + Cut Big,5.60,2.20,1.15,1.05
510,2018-19,Clint Capela,HOU,2249,C,Roll + Cut Big,6.70,2.20,0.67,1.53
511,2022-23,Jarrett Allen,CLE,2220,C,Roll + Cut Big,6.50,2.20,0.04,2.17
512,2018-19,Jonas Valanciunas,TOR/MEM,1091,C,Post Scorer,3.30,2.20,1.45,0.76
513,2012-13,Tony Parker,SAS,2174,PG,Primary Ball Handler,6.62,2.20,2.47,-0.27
514,2023-24,Jimmy Butler,MIA,877,PF,Shot Creator,2.56,2.20,1.97,0.23
515,2013-14,Al Jefferson,CHA,2553,C,Post Scorer,7.80,2.19,0.83,1.36
516,2020-21,Bam Adebayo,MIA,2143,C,Shot Creator,6.30,2.19,0.89,1.30
517,2021-22,Isaiah Hartenstein,LAC,1216,C,Roll + Cut Big,3.60,2.19,0.46,1.74
518,2019-20,Robert Covington,MIN/HOU,2137,PF,Movement Shooter,6.40,2.19,0.31,1.88
519,2018-19,Al-Farouq Aminu,POR,2292,PF,Athletic Finisher,6.80,2.18,0.42,1.76
520,2013-14,Patty Mills,SAS,1527,PG,Primary Ball Handler,4.60,2.18,2.24,-0.06
521,2017-18,Tyreke Evans,MEM,1607,PG,Shot Creator,4.80,2.18,2.53,-0.35
522,2022-23,Draymond Green,GSW,2297,PF,Roll + Cut Big,6.70,2.17,-0.89,3.07
523,2023-24,Paul George,LAC,1322,PF,Shot Creator,3.82,2.17,2.10,0.07
524,2021-22,Fred VanVleet,TOR,2462,PG,Primary Ball Handler,7.30,2.16,1.38,0.78
525,2019-20,Ricky Rubio,PHO,2016,PG,Primary Ball Handler,6.00,2.16,1.32,0.84
526,2017-18,Kyle O'Quinn,NYK,1387,C,Roll + Cut Big,4.10,2.15,0.37,1.78
527,2021-22,Malcolm Brogdon,IND,1206,PG,Primary Ball Handler,3.50,2.15,2.55,-0.40
528,2014-15,Michael Kidd-Gilchrist,CHA,1587,SF,Athletic Finisher,4.80,2.15,-0.19,2.34
529,2018-19,Myles Turner,IND,2119,C,Roll + Cut Big,6.30,2.15,-1.86,4.01
530,2014-15,Tony Allen,MEM,1648,SG,Roll + Cut Big,5.00,2.15,-1.13,3.28
531,2011-12,Tyson Chandler,NYK,2061,C,Roll + Cut Big,6.23,2.15,-0.18,2.33
532,2010-11,Chris Andersen,DEN,732,C,Roll + Cut Big,2.19,2.14,-0.54,2.68
533,2011-12,Chris Andersen,DEN,486,C,Roll + Cut Big,1.47,2.14,-0.75,2.90
534,2020-21,Jakob Poeltl,SAS,1845,C,Roll + Cut Big,5.40,2.14,-0.61,2.75
535,2010-11,Josh Smith,ATL,2645,PF,Post Scorer,7.88,2.14,-0.33,2.46
536,2017-18,Kyrie Irving,BOS,1931,PG,Shot Creator,5.80,2.14,3.36,-1.21
537,2021-22,Kyrie Irving,BRK,1091,PG,Shot Creator,3.20,2.14,2.73,-0.60
538,2023-24,Goga Bitadze,ORL,783,C,Roll + Cut Big,2.25,2.14,-0.27,2.42
539,2013-14,Andre Drummond,DET,2619,C,Roll + Cut Big,7.90,2.13,1.28,0.85
540,2016-17,Andre Iguodala,GSW,1998,SF,Athletic Finisher,5.90,2.13,1.44,0.69
541,2012-13,Andrei Kirilenko,MIN,2034,SF,Athletic Finisher,6.10,2.13,0.66,1.48
542,2021-22,Damian Lillard,POR,1056,PG,Shot Creator,3.10,2.13,3.29,-1.17
543,2017-18,Hassan Whiteside,MIA,1364,C,Post Scorer,4.10,2.13,-0.49,2.62
544,2020-21,Trae Young,ATL,2125,PG,Primary Ball Handler,6.20,2.13,4.34,-2.20
545,2015-16,Al Horford,ATL,2631,C,Post Scorer,7.90,2.12,0.42,1.69
546,2013-14,Danny Green,SAS,1651,SG,Off Screen Shooter,4.90,2.12,-0.16,2.28
547,2016-17,Eric Bledsoe,PHO,2176,PG,Primary Ball Handler,6.40,2.12,2.19,-0.06
548,2015-16,Isaiah Thomas,BOS,2644,PG,Primary Ball Handler,7.90,2.12,3.68,-1.57
549,2010-11,Andrew Bynum,LAL,1500,C,Post Scorer,4.45,2.11,-0.09,2.20
550,2019-20,Ben Simmons,PHI,2017,PG,Shot Creator,5.90,2.11,0.45,1.67
551,2022-23,Immanuel Quickley,NYK,2344,PG,Primary Ball Handler,6.80,2.11,1.90,0.21
552,2018-19,Pascal Siakam,TOR,2548,PF,Shot Creator,7.50,2.11,0.76,1.35
553,2018-19,Marc Gasol,MEM/TOR,2436,C,Versatile Big,7.10,2.10,-0.12,2.22
554,2017-18,Salah Mejri,DAL,729,C,Roll + Cut Big,2.20,2.10,-1.28,3.38
555,2018-19,Bradley Beal,WAS,3028,SG,Primary Ball Handler,8.80,2.09,2.92,-0.83
556,2020-21,Draymond Green,GSW,1982,PF,Stretch Big,5.70,2.09,-0.30,2.38
557,2011-12,Goran Dragic,HOU,1752,PG,Shot Creator,5.23,2.09,2.43,-0.34
558,2012-13,Kosta Koufos,DEN,1817,C,Athletic Finisher,5.40,2.09,0.00,2.10
559,2022-23,Myles Turner,IND,1825,C,Stretch Big,5.20,2.09,0.12,1.98
560,2022-23,Trae Young,ATL,2541,PG,Primary Ball Handler,7.30,2.09,3.99,-1.90
561,2022-23,Alex Caruso,CHI,1575,PG,Stationary Shooter,4.50,2.08,-0.89,2.97
562,2022-23,De'Aaron Fox,SAC,2435,PG,Slasher,7.00,2.08,2.96,-0.88
